"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"v_2889";"v_2890";"v_2891";"v_2892";"v_1752";"v_1751";"v_1749";"v_1750";"v_1747";"v_1748";"v_1753";"v_1762";"v_2937";"v_2938";"dupl1_v_69";"v_71";"v_2851";"v_2852";"v_2853";"v_2854";"v_2855";"v_2856";"v_1709";"v_1710";"v_1711";"v_1712";"v_1713";"v_1714";"v_1715";"v_1717";"v_1718";"v_1720";"v_1722";"v_1724";"v_1726";"v_1728";"v_1730";"v_1732";"v_1734";"v_1707";"v_1719";"v_2894";"v_2895";"v_2896";"v_2897";"v_2898";"v_2899";"v_2900";"v_2901";"v_2902";"v_2903";"v_2904";"v_2905";"v_2906";"v_2907";"v_2908";"v_2909";"v_2910";"v_2911";"v_2918";"v_2702";"v_2703";"v_2704";"v_2705";"v_2706";"v_2707";"v_2708";"v_2709";"v_2710";"v_2711";"v_2712";"v_2713";"v_2714";"v_2715";"v_2716";"v_2717";"v_2718";"v_2719";"v_2720";"v_2721";"v_2722";"v_2723";"v_2724";"v_2725";"v_2726";"v_2727";"v_2728";"v_2729";"v_2730";"v_2731";"v_2732";"v_2733";"v_2734";"v_2735";"v_2736";"v_2737";"v_2738";"v_2739";"v_2740";"v_2741";"v_2742";"v_2743";"v_2744";"v_2745";"v_2746";"v_2747";"v_2748";"v_2749";"v_2750";"v_2751";"v_2752";"v_2753";"v_2754";"v_2755";"v_2756";"v_2757";"v_2758";"v_2759";"v_2760";"v_2761";"v_2762";"v_2763";"v_2764";"v_2765";"v_2766";"v_2767";"v_2768";"v_2769";"v_2770";"v_2771";"v_2772";"v_2773";"v_2774";"v_2775";"v_2776";"v_2777";"v_2778";"v_2779";"v_2780";"v_2781";"v_2782";"v_2783";"v_2785";"v_2787";"v_2789";"v_2791";"v_2793";"v_2795";"v_2797";"v_2799";"v_2784";"v_2786";"v_2788";"v_2790";"v_2792";"v_2794";"v_2796";"v_2798";"v_2800";"v_2801";"v_2802";"v_2803";"v_2804";"v_2805";"v_2806";"v_2807";"v_2808";"v_2809";"v_1573";"v_1574";"v_1575";"v_2936";"v_2919";"v_1588";"v_1589";"v_1590";"v_1591";"v_1592";"v_1593";"v_1594";"v_1595";"v_2934";"v_1599";"v_1600";"v_1601";"v_1577";"v_1578";"v_1579";"v_2922";"v_2923";"v_2924";"v_2925";"v_2926";"v_2927";"v_2928";"v_2929";"v_1596";"v_1597";"v_1598";"v_1625";"v_1626";"v_1627";"v_1628";"v_1629";"v_1630";"v_1631";"v_1632";"v_1633";"v_1634";"v_1635";"v_1754";"v_2884";"v_2885";"v_2886";"v_2887";"v_1642";"v_1643";"v_1644";"v_1645";"v_1646";"v_1647";"v_2931";"v_2932";"v_2933";"v_1658";"v_1659";"v_1660";"v_1661";"v_1662";"v_1663";"v_1664";"v_1665";"v_2920";"rts7288964";"rts7288965";"rts7288966";"rts7288969";"rts7288970";"rts7288971";"rts7288972";"rts7288973";"rts7288974";"rts7288975";"rts7288976";"rts7288977";"rts7288978";"rts7288979";"rts7288980";"rts7288981";"rts7288982";"rts7288983";"rts7288986";"rts7288987";"rts7288988";"rts7288989";"rts7288990"
1075;0;0;31;7288991;-77;1437;"250876330";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"https://spectrumsurveys.com/";0;8;"8,1,3";0;"7288964,7288965,7288966,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"069f8174b177cc957a4372d69044bd07";1;0;1676914042;"20.02.2023 17:27";"20.02.2023 17:51";"0000-00-00 00:00:00";1;1;1;1;1;56;4;"-99";5;"-99";2;1;6;"Hauseigentum";3;3;1;1;1;2;1;1;3;4;4;4;4;1;4;1;1;5;1;4;3;3;4;4;5;0;"-99";-77;-77;-77;-77;-77;4;-77;3;2;-77;4;-77;-77;-77;-77;-77;-77;-77;"-99";1;2;2;2;3;1;2;2;1;3;1;1;1;1;2;2;3;0;1;2;5;5;5;2;2;5;2;5;2;3;1;1;3;1;3;0;3;1;1;1;3;1;2;3;3;3;1;2;3;3;3;3;3;0;2;1;1;1;3;1;2;1;2;3;1;2;2;1;2;1;3;0;5;5;5;5;5;1;1;1;1;5;1;2;5;5;3;5;5;0;1;1;3;3;3;1;1;3;1;3;1;1;1;1;3;1;3;0;2;6;3;1;"-99";1;1;1;0;0;0;1;0;0;1;4;3;1;1;1;1;2;4;2;3;3;2;2;1;3;3;1;1;1;2;4;4;4;5;2;2;2;1;1;1;2;2;3;4;3;3;3;4;5;3;5;1;1;5;4;1;1;4;1;"-99";20;118;147;163;192;297;362;367;838;856;930;965;968;974;1001;1065;1141;1221;1277;1326;1383;1432;1437
1081;0;0;31;7288991;-77;362;"250936336";"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A125F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288966,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"d5e545926519e37a3f8f69a38090eda8";1;0;1676914308;"20.02.2023 17:31";"20.02.2023 17:37";"0000-00-00 00:00:00";1;1;1;1;1;45;2;"-99";1;"-99";3;3;2;"-99";1;11;2;2;2;2;2;2;2;3;3;4;5;3;4;4;2;4;5;4;4;3;3;3;3;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;3;2;2;"Nein";1;1;0;1;0;0;0;0;0;2;3;3;3;2;2;3;2;2;2;2;3;2;2;2;3;3;3;3;3;3;3;3;4;3;2;2;2;1;4;2;2;4;2;2;2;2;3;2;2;3;2;2;2;2;4;2;2;3;2;"-99";5;17;49;51;66;107;110;114;117;121;131;150;159;161;169;191;223;265;280;312;343;359;362
1082;0;0;31;7288991;-77;1442;"250946337";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://spectrumsurveys.com/";0;6;"6,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288971,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"9a469d54a91a32caf5d34f91cfedeeaf";1;0;1676914337;"20.02.2023 17:32";"20.02.2023 17:56";"0000-00-00 00:00:00";1;1;1;1;1;37;2;"-99";5;"-99";4;2;2;"-99";4;3;1;1;2;3;2;1;2;2;2;2;2;3;2;3;1;3;2;3;3;3;2;2;2;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";2;2;1;1;1;2;1;2;1;1;2;2;1;1;1;1;1;0;1;1;2;1;1;1;2;1;2;1;1;2;1;1;1;1;1;0;2;1;1;1;2;1;1;1;2;1;1;2;1;2;2;2;1;0;2;2;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;0;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;0;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;2;1;0;1;2;2;3;"JA ICH  TEIL  DEINE MEINUNG";1;1;1;1;0;1;1;0;0;1;2;1;1;1;2;2;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;1;2;1;5;5;4;3;1;1;2;2;1;1;1;2;2;1;2;1;1;1;1;1;1;"ES TUT MIR LEID";6;38;97;102;142;240;244;248;570;574;597;624;951;956;986;1017;1045;1077;1109;1126;1153;1225;1442
1083;0;0;31;7288991;-77;1475;"250956338";"Mozilla/5.0 (Linux; Android 11; SM-A105FN Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.118 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"f1aa05d2a70176dc7d2ad916a5a5df7f";1;0;1676914411;"20.02.2023 17:33";"20.02.2023 17:58";"0000-00-00 00:00:00";1;1;1;1;1;55;3;"-99";5;"-99";2;3;3;"-99";4;2;1;2;1;1;1;1;2;2;3;2;4;2;4;1;3;1;3;4;3;3;2;2;2;0;"-99";-77;-77;-77;-77;-77;-77;-77;2;-77;2;-77;-77;-77;-77;-77;-77;-77;-77;"Es gibt noch einiges,welche ich haben möchte von manchen höre ich zim1.mal";1;2;2;1;4;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;1;3;1;2;2;2;2;1;3;1;2;2;1;1;0;1;2;2;1;3;1;2;2;2;2;1;3;1;2;1;1;1;0;1;2;1;1;3;1;2;2;2;2;1;3;2;2;1;1;1;0;1;2;1;1;2;1;2;2;2;2;1;2;2;2;1;2;2;0;1;2;1;1;2;1;2;2;2;2;1;3;2;2;2;2;1;0;2;3;3;2;"Sehr interesannt ";1;0;1;1;0;0;0;1;0;1;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;2;1;2;1;1;4;2;2;3;4;1;"Hoffe,Sie haben gute Antworten und tolle Umfrage";16;36;80;93;127;268;343;414;821;839;933;979;1001;1020;1042;1091;1148;1233;1270;1323;1387;1416;1475
1086;0;0;31;7288991;-77;533;"250986341";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36";"https://spectrumsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"fc6b4d9d427a8510f9ae53261fb26405";1;0;1676914538;"20.02.2023 17:35";"20.02.2023 17:44";"0000-00-00 00:00:00";1;1;1;1;1;56;2;"-99";3;"-99";9;1;6;"bauernhof";2;4;5;5;4;4;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;1;1;2;"-99";0;0;0;0;0;0;0;0;1;1;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;2;4;4;1;1;1;2;1;2;2;1;1;2;1;5;5;5;1;2;5;5;1;1;5;1;"-99";9;24;68;76;98;133;165;176;180;187;211;226;231;236;246;273;303;368;396;431;478;512;533
1087;0;0;31;7288991;-77;1106;"70766086";"Mozilla/5.0 (Linux; Android 13; SM-G988B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;7;"7,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288976,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"c85c6e5732d4aa846fc0eff174d93591";1;0;1676914608;"20.02.2023 17:36";"20.02.2023 17:55";"0000-00-00 00:00:00";1;1;1;1;2;47;4;"-99";1;"-99";3;1;6;"Eigentum";2;6;1;2;1;1;1;3;2;2;2;4;2;4;5;1;1;1;6;4;2;2;1;3;3;0;"-99";-77;-77;-77;-77;-77;-77;-77;5;2;4;-77;-77;-77;-77;3;-77;-77;-77;"-99";2;2;2;3;3;2;4;1;2;1;-77;3;2;1;1;2;3;2;2;3;1;3;2;1;2;3;2;1;-77;3;2;1;2;2;5;2;1;1;2;2;2;1;3;3;3;1;-77;3;1;1;1;2;4;2;2;1;1;1;2;1;2;1;2;1;-77;3;3;1;1;2;1;2;5;5;4;5;5;4;1;1;1;2;-77;3;5;5;4;5;5;4;1;5;5;4;1;1;4;4;4;2;-77;3;2;1;4;1;4;3;2;2;2;1;"-99";1;0;0;1;0;0;1;0;0;1;4;5;2;1;1;1;2;2;1;2;1;1;4;1;2;2;4;1;4;2;3;4;3;3;2;1;1;1;1;1;2;5;2;2;1;1;4;3;2;3;1;1;1;2;2;1;1;5;1;"-99";7;22;54;58;93;182;223;227;709;724;771;780;782;785;797;831;882;945;980;1028;1069;1104;1106
1088;0;0;31;7288991;-77;1168;"250996342";"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"https://spectrumsurveys.com/";0;6;"6,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288989,7288989,7288989,7288989,7288990,7288991";0;1;0;-77;-77;"f05f308693773ca35f33aa67bbbc2ff0";1;0;1676914663;"20.02.2023 17:37";"20.02.2023 17:57";"0000-00-00 00:00:00";1;1;1;1;1;30;4;"-99";9;"-99";7;1;6;"-99";4;4;2;1;3;3;1;3;3;5;4;4;3;3;4;5;3;5;4;5;3;3;4;2;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;3;3;2;"-99";1;1;1;0;0;0;0;0;0;1;4;3;1;2;3;2;4;3;2;3;1;1;4;1;0;4;2;3;3;2;4;4;5;4;2;2;2;1;2;3;2;2;4;4;2;3;4;2;4;3;3;2;1;5;3;1;1;4;4;"-99";26;38;97;107;145;223;332;338;343;350;389;426;430;433;447;534;584;660;692;735;790;1163;1168
1091;0;0;31;7288991;-77;2948;"251026345";"Mozilla/5.0 (Linux; Android 9; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36";"https://spectrumsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"3a3451c8cadcbd25730e2df3fb241a01";1;0;1676914924;"20.02.2023 17:42";"20.02.2023 18:31";"0000-00-00 00:00:00";1;1;1;1;1;49;2;"-99";1;"-99";7;3;2;"-99";2;5;2;1;1;1;1;2;3;3;4;4;6;1;5;5;1;1;4;4;3;3;1;4;4;0;"-99";-77;-77;-77;-77;-77;5;-77;-77;4;3;-77;-77;-77;-77;2;-77;-77;-77;"Nein";2;1;3;2;-77;2;3;3;2;2;2;2;2;2;1;1;2;0;2;1;1;2;-77;2;2;3;2;2;2;2;2;2;2;2;1;0;2;1;2;1;-77;2;2;3;2;2;2;2;2;2;2;1;2;0;2;1;2;1;-77;2;2;2;1;2;2;2;2;2;1;1;2;0;2;2;3;2;-77;3;3;3;1;2;3;2;3;2;2;2;2;0;2;2;2;1;-77;3;3;3;2;2;2;2;2;2;2;1;2;0;3;2;3;2;"-99";1;0;0;0;0;0;0;0;0;2;4;4;2;2;2;4;2;3;2;3;2;2;3;2;3;4;2;3;3;4;4;4;4;4;2;2;3;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1;1;5;4;1;1;5;3;"-99";11;44;72;87;110;224;1264;1274;1738;2123;2201;2565;2568;2570;2586;2621;2672;2757;2784;2829;2916;2945;2948
1092;0;0;31;7288991;-77;2889;"251036346";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0";"https://spectrumsurveys.com/";0;8;"8,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"0058cdee9bd50b0aef182b1a51a9eb43";1;0;1676914932;"20.02.2023 17:42";"20.02.2023 18:30";"0000-00-00 00:00:00";1;1;1;1;2;60;8;"Meisterprüfung";4;"-99";5;2;3;"-99";2;4;2;1;2;2;1;2;4;3;1;4;5;1;1;4;3;3;4;4;1;3;3;3;4;0;"-99";-77;-77;4;-77;-77;3;2;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;"-99";2;2;3;3;5;2;2;3;3;3;2;3;1;2;2;2;2;0;2;2;3;3;5;1;2;3;3;2;2;3;1;1;2;1;2;0;2;1;1;2;5;2;2;3;4;3;3;3;3;2;3;3;3;0;3;1;2;2;5;3;2;2;3;2;2;3;2;3;2;3;2;0;4;3;4;4;5;3;3;2;2;4;3;4;4;4;4;4;4;0;1;2;4;3;5;2;2;2;4;2;2;3;1;1;2;1;2;0;2;6;2;1;"es wird zu wenig Information dazu angeboten";1;0;1;0;0;0;1;0;0;1;4;5;3;1;2;2;4;2;3;2;3;4;2;3;2;2;2;2;2;3;4;4;5;5;2;2;2;1;1;2;2;2;2;2;1;2;1;2;3;3;2;1;1;5;3;1;2;3;2;"solche Umfragen sollten öfters kommen";218;232;277;282;304;383;436;450;775;782;820;861;888;895;910;957;1024;1083;2715;2771;2833;2862;2889
1093;0;0;31;7288991;-77;2609;"251046347";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36";"https://spectrumsurveys.com/";0;6;"6,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"d1bebefd03d55bc1b43a03f37435cb51";1;0;1676914956;"20.02.2023 17:42";"20.02.2023 18:26";"0000-00-00 00:00:00";1;1;1;1;2;32;1;"-99";5;"-99";7;3;1;"-99";2;3;2;1;3;3;3;1;1;4;1;1;4;3;2;2;4;3;2;3;2;1;2;1;3;0;"-99";2;-77;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;-77;2;-77;-77;"-99";3;3;1;2;3;2;1;3;1;1;2;1;2;1;2;2;3;2;2;3;1;2;3;2;1;3;1;2;2;1;2;1;2;3;1;2;3;2;3;3;2;1;2;1;2;1;3;3;1;1;1;1;3;1;3;3;1;1;2;2;2;2;1;2;1;3;2;1;2;1;1;1;1;3;1;3;1;2;2;2;2;2;2;2;2;2;3;1;1;1;2;3;1;2;1;1;2;2;2;2;2;1;2;1;3;3;3;2;4;3;5;3;"-99";1;0;0;0;0;0;0;0;0;3;1;3;2;1;3;2;1;3;3;2;1;2;3;1;1;3;3;2;2;1;3;1;2;2;2;1;3;1;3;2;1;5;3;1;3;1;2;4;1;2;5;1;2;1;1;3;4;4;4;"-99";29;1246;2339;2343;2353;2377;2398;2406;2513;2516;2521;2526;2529;2531;2537;2544;2554;2565;2571;2580;2589;2606;2609
1094;0;0;31;7288991;-77;845;"251056348";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";"https://spectrumsurveys.com/";0;6;"6,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";0;0;0;-77;-77;"448ef34a77007e2d445ba3a2f5acda78";1;0;1676914957;"20.02.2023 17:42";"20.02.2023 17:56";"0000-00-00 00:00:00";1;1;1;1;1;37;4;"-99";1;"-99";8;1;3;"-99";4;5;1;3;2;2;2;2;4;5;4;4;2;3;4;1;1;5;3;4;3;1;1;4;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;2;3;-77;-77;-77;-77;5;4;-77;-77;-77;"-99";2;2;2;2;1;2;3;2;1;2;3;2;2;1;2;2;2;0;1;2;2;2;1;2;2;2;3;2;1;2;2;1;4;1;2;0;3;3;1;2;4;2;2;3;3;3;3;3;3;4;5;3;3;0;3;2;1;1;3;1;2;2;2;2;2;3;2;2;1;2;2;0;3;3;3;3;3;3;2;1;1;3;3;3;3;3;3;3;3;0;2;3;2;3;1;2;3;2;2;2;2;2;2;1;3;2;2;0;2;5;2;1;"-99";1;0;1;0;1;0;1;0;0;1;3;4;1;2;2;2;2;4;1;3;3;1;2;1;2;3;1;2;3;4;4;4;4;5;2;2;2;1;3;3;3;4;1;2;2;2;3;2;5;4;4;1;2;5;5;2;1;4;1;"-99";11;20;42;50;74;153;175;179;426;438;488;523;528;532;545;583;621;680;713;753;805;841;845
1095;0;0;31;7288991;-77;1438;"33932403";"Mozilla/5.0 (Linux; Android 13; SM-P615) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;7;"7,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"bc561d3adff3c6ef30ab2aaf60d0d01d";1;0;1676915047;"20.02.2023 17:44";"20.02.2023 18:08";"0000-00-00 00:00:00";1;1;1;1;2;46;1;"-99";1;"-99";7;2;2;"-99";1;2;1;1;1;2;1;1;2;2;1;3;6;2;4;4;4;4;2;3;1;3;2;2;1;0;"-99";-77;-77;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;3;-77;"Nein. ";2;2;1;2;-77;1;3;3;3;2;1;3;1;2;2;2;1;0;2;2;2;3;-77;2;3;4;4;2;1;4;1;1;3;3;2;0;2;1;1;3;-77;2;4;5;4;2;1;4;1;1;3;3;2;0;1;1;1;3;-77;2;4;5;4;3;1;4;1;1;1;2;1;0;1;1;1;3;-77;1;4;5;1;2;1;4;1;1;1;1;1;0;1;2;2;3;-77;2;5;5;3;2;1;4;1;1;3;2;2;0;1;6;3;1;"Nein. ";1;1;1;0;1;1;0;0;0;1;5;5;2;3;3;1;4;3;1;4;1;1;3;1;2;4;1;1;2;1;4;5;5;5;3;4;1;1;3;3;3;4;2;2;1;1;2;3;3;5;5;1;1;5;2;1;2;4;1;"Nein. ";9;18;71;89;128;224;269;282;659;667;767;852;866;877;906;957;1028;1148;1193;1267;1356;1426;1438
1098;0;0;31;7288991;-77;1491;"251096352";"Mozilla/5.0 (Linux; Android 12; SM-P610 Build/SP2A.220305.013; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5414.117 Safari/537.36";"https://spectrumsurveys.com/";0;7;"7,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"b00f33c508aafadc9f4fbbbb90f64986";1;0;1676915357;"20.02.2023 17:49";"20.02.2023 18:14";"0000-00-00 00:00:00";1;1;1;1;2;44;2;"-99";1;"-99";2;1;6;"Eigenes Haus, wie oben angegeben???";5;4;1;2;1;2;2;1;2;4;4;4;2;1;3;3;1;3;4;4;2;1;4;2;1;0;"-99";-77;-77;-77;-77;-77;3;-77;-77;2;-77;-77;-77;-77;5;-77;-77;4;-77;"-99";1;3;3;3;2;1;3;3;1;2;3;3;1;1;2;1;1;0;1;3;3;3;1;1;3;3;3;2;3;3;1;1;3;1;1;0;4;3;2;2;3;1;3;4;4;4;3;3;2;4;3;2;3;0;4;3;3;3;4;2;4;4;4;1;2;4;1;4;2;3;1;0;5;5;5;5;5;5;4;4;1;5;5;4;5;5;4;5;5;0;1;4;5;5;1;1;4;5;5;3;5;4;1;1;3;1;2;0;1;6;5;1;"Smarte Energietechnik muss sinnvoll geplant werden";1;1;1;0;1;0;0;0;0;2;2;5;1;2;1;1;5;4;1;1;5;1;5;4;1;3;1;1;1;1;5;5;5;5;2;1;3;1;2;2;2;4;4;5;2;4;5;4;4;3;2;1;1;5;1;1;1;3;2;"-99";15;39;85;98;127;249;275;284;721;726;835;862;945;953;987;1043;1102;1187;1232;1285;1342;1486;1491
